"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"119109817RR0038",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$1914.00
"119109817RR0039",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","HOUSEHOLD GOODS, CRAFT SUPPLIES, BIKES, APPLIANCES, BEDS",$47012.00
"119109817RR0040",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$706.00
"119109817RR0059",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$3729.00
"119109817RR0072",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1374.00
"119109817RR0085",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","POLICE CLEARANCES",$50.00
"119109817RR0103",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$3524.00
"119109817RR0117",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","CHRISTMAS HAMPERS,PLANTS",$30193.00
"119109833RR0006",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$125080.00
"119109833RR0013",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$695.00
"119110385RR0005",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ACCOUNTING SERVICES",$2500.00
"119110385RR0008",2024-12-31 00:00:00,"27",,,,,,,,,,"Y","Y",,,,$198212.00
"119110385RR0022",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ACCOUNTING FEES",$2500.00
"119110385RR0039",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TOPSOIL & FLOWERS",$636.00
"119110385RR0051",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ACCOUNTING SERVICES",$2500.00
"119110385RR0063",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","LABOUR, REPAIRS,INSTALL'N",$850.00
"119110443RR0026",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","INSTALLATION OF (TIME/TALENT) CHURCH DOORS",$500.00
"119110443RR0033",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,"Y","flowers for altar, gardens Nancy Cosgrove",$10380.00
"119110443RR0046",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","DONATIONS FLOWERS & FOOD",$331.00
"119110443RR0047",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","PLANTS",$230.00
"119110450RR0005",2024-12-31 00:00:00,"27",,,,,,,,,"Y",,,,,,$10232.00
"119110450RR0006",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$1632.00
"119110450RR0009",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","8V Battery for Weed Wacker",$110.00
"119110450RR0012",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Supplies for social, cups/plates/serviettes/food/beverages",$2296.00
"119110450RR0025",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","LED Light Bulbs/Bulletin Board supplies",$287.00
"119110450RR0026",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","LABELS FOR PRAYER SHAWLS",$248.00
"119110450RR0030",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","CRAFT SUPPPLIES FOR BIBLE CAMP",$13892.00
"119110450RR0041",2024-12-31 00:00:00,"27",,,,,,,"Y",,"Y",,,,"Y","Lawncare and landscaping supplies, and minor building maintenance materials",$15745.00
"119110450RR0044",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$513.00
"119110450RR0048",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y",,,$3545.00
"119110450RR0049",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Donation of shares, donation of carpet repair cost",$3894.00
"119110450RR0059",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Office Supplies",$6585.00
"119110450RR0060",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Stocks, Plants",$61503.00
"119110450RR0074",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$1285.00
"119110450RR0075",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Fundraising Supplies",$480.00
"119110450RR0079",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","Children's Ministry items, vases, subscriptions (Canva Pro, X), Blue Jays items to promote parish trip",$647.00
"119110450RR0086",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$4500.00
"119110450RR0089",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,"Y",,"Y","small appliances, sunglasses, golf bag, theater tickets, trees, skincare gift set, greeting cards, coasters, handbag",$7269.00
"119110450RR0099",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$5182.00
"119110450RR0108",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ELECTRICAL MATERIAL",$930.00
"119110450RR0114",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VOTIVE CANDLE STANDS",$4011.00
"119110450RR0135",2024-12-31 00:00:00,"27","Y","Y","Y",,,,"Y",,,,"Y",,,,$20645.00
"119111045RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$500.00
"119111193RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y",,$1928.00
"119111284RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y",,$396.00
"119111433RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$1045.00
"119111714RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$290254.00
"119111961RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","RIVERSTAR FIRE PROTECT",$3858.00
"119112357RR0001",2024-8-31 00:00:00,"27","Y","Y","Y",,,,,,,,,,"Y","MEAT FOR BBQ",$6001.00
"119112449RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$150.00
"119112456RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","MILEAGE REIMBURSEMENT",$46665.00
"119112548RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","STORAGE/RENTAL",$3150.00
"119113181RR0001",2024-12-31 00:00:00,"27","Y","Y",,,,,,,,,,,,,$12928.00
"119113223RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","ACCOUNTING ACCOMMODATION",$2450.00
"119113298RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$25.00
"119113348RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$1022506.00
"119113827RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,"Y",,,"Y","Tickets for the youth to attend events",$11645.00
"119113975RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,"Y","Y",,"Y","Gift cards, Food, Spices, Animal Products",$275342.00
"119114056RR0001",2024-12-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$6075.00
"119114064RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PET SUPPLIES",$17824.00
"119114254RR0001",2024-9-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$1238.00
"119114262RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,"Y",,,,$9900.00
"119114353RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","PICTURE FRAMES AND HISTORICAL I",$781.00
"119114452RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y","Y",,"Y","FUNDRAISING ITEMS",$28361.00
"119114544RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$13214.00
"119114825RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","Toys",$7817.00
"119114866RR0001",2024-7-31 00:00:00,"27",,,,,,,,,"Y",,,,,,$162750.00
"119114908RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FENCE REPAIR AND SIGN",$2071.00
"119114940RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$1834.00
"119115434RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","storage",$28446.00
"119115707RR0001",2024-4-30 00:00:00,"27","Y",,,,,,,,,,,,,,$210.00
"119117448RR0001",2024-12-31 00:00:00,"27",,,,,,,,"Y",,,,,"Y","Animal toys, animal food,",$450.00
"119117455RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$7441.00
"119118735RR0001",2024-11-30 00:00:00,"27",,,,,,,,,,,,,"Y","Services",$3187.00
"119118883RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,"Y",,,"Y",,,,$1541113.00
"119119055RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Gift Cards",$1200.00
"119119329RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,"Y",,,$516.00
"119119501RR0001",2024-12-31 00:00:00,"27",,,,,,"Y",,,,,,,,,$135000.00
"119119790RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$38835.00
"119119808RR0001",2024-6-30 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","Sporting event tickets",$57986.00
"119119881RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","Gift cards",$770.00
"119119923RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","SEE ATTACHED LIST",$3959.00
"119120152RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Gift Certificates or vouchers",$3060.00
"119120459RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","SNOW REMOVAL",$23314.00
"119120640RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Food for internal prepared meals. Decoration Supplies, toys for giveaway at Christmas.",$1105.00
"119120871RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$6329.00
"119121291RR0001",2024-10-31 00:00:00,"27",,,,,,,,,,,,,"Y","DOOR PRIZES, DECOR",$676.00
"119122091RR0001",2024-7-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$5500.00
"119122257RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$5450.00
"119122273RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","HAY, MATERIALS",$438.00
"119122489RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","prayer shawl donations",$300.00
"119122786RR0011",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","newspaper ads, cleaning supplies",$4752.00
"119122976RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$66362.00
"119123032RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$4420.00
"119123263RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES",$33.00
"119123404RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","stamps and stationary",$185.00
"119124113RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$134562.00
"119124121RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$305410.00
"119124501RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,"Y","Y","CHRISTMAS HAMPERS",$12906.00
"119124980RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,,,,,$1313.00
"119125144RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,,,,,$850.00
"119125177RR0002",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","SILENT AUCTION  ITEMS",$1225.00
"119125201RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","BARBECUE",
"119125334RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$21868.00
"119125342RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","RENT, PRIZES",$7775.00
"119125417RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,,,$2761.00
"119125433RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$4793.00
"119125714RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","GOLF RELATED ITEMS",$46.00
"119125797RR0001",2024-6-30 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$9999.00
"119125847RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,,,$5559.00
"119126217RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,"Y",,,,"Y",,,,$1245082.00
"119126258RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$20520.00
"119126266RR0001",2024-9-30 00:00:00,"27",,,,"Y",,,,,,,,,"Y","TELESCOPE",$66000.00
"119126324RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TELESCOPE EQUIPMENT",$5760.00
"119128833RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$1000.00
"119128866RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","SPORTING EVENT TICKETS",$590134.00
"119128965RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,"Y",,,,$804019.00
"119128981RR0001",2024-4-30 00:00:00,"27","Y",,,,,,"Y",,"Y",,"Y",,"Y","ZOOLOGICAL SPECIMENS, MUSICAL INSTRUMENTS & RELATED ITEMS",$25754133.00
"119129096RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$230852.00
"119129179RR0001",2024-3-31 00:00:00,"27","Y",,,,,,"Y",,,,,"Y",,,$5890.00
"119129369RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$395.00
"119129427RR0001",2024-12-31 00:00:00,"27",,,,,,,,,"Y",,"Y",,,,$111349.00
"119129690RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$21578.00
"119129757RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","OFFICE SUPPLIES, PROGRAM SUPP",$1649.00
"119129765RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","WOOD LATHE",$1000.00
"119130029RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Parts for dough mixer; candles; small furniture.",$1183.00
"119130367RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y","Y","cost of purchase and planting of a tree",$664.00
"119130383RR0001",2024-4-30 00:00:00,"27","Y",,,,"Y",,"Y",,,"Y","Y","Y",,,$1454854.00
"119130490RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","indoor play equipment for elementary school, Aquarium and Touch Tank supplies and seeds for gardening clubs",$1149.00
"119130540RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,"Y",,,"Y",,,,$1839618.00
"119130623RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1025.00
"119130698RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","EVERGREEN SWAGS",$70.00
"119132348RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Food",$2261.00
"119132363RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y","Y",,,"Y",,"Y","7'' Christmas tree and 8 sets of China cups and saucers",$470580.00
"119132504RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,"Y",,"Y","SPORTS TICKETS",$103346.00
"119132918RR0001",2024-12-31 00:00:00,"27","Y","Y","Y",,,,,,,"Y",,"Y","Y","Postage, paper, flowers",$8746.00
"119132934RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,
"119133551RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","3D Printer Supplies",$2186.00
"119133619RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","Boats",$611458.00
"119138527RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,"Y",,,"Y","Y",,"Y","SCHOOL SUPPLIES, TOYS",$1981922.00
"119138857RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$1846.00
"119139616RR0001",2024-12-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$24500.00
"119140283RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","Photos used for publicity",$17205.00
"119140382RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Vacuum Cleaner and Homebuilt Trailer",$577.00
"119140580RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$185.00
"119140739RR0001",2024-3-31 00:00:00,"27","Y",,,,,,"Y","Y",,,,,"Y","DECORATING SUPPLIES",$590620.00
"119140903RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD",$534538.00
"119140911RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$2810399.00
"119140937RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$31077.00
"119141018RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS,TOYS",$4540.00
"119141323RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Appliance - BBQ",$531.00
"119141331RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$149340.00
"119141380RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES, INSTRUMENTS",$39492.00
"119141877RR0001",2024-6-30 00:00:00,"27",,"Y",,,,,,,,,,,,,$125.00
"119141943RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","INVESTMENTS",$263098.00
"119142263RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$11635127.00
"119142537RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","PLOTS AT ACB",$41000.00
"119142685RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS, PRYES",$8333.00
"119142826RR0001",2024-6-30 00:00:00,"27",,,,"Y",,,,,,"Y",,"Y",,,$4609.00
"119142834RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","EXCERCISE EQUIPMENT AND TRADE SHOW TABLE",$1265.00
"119142842RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$4507.00
"119143071RR0001",2024-7-31 00:00:00,"27","Y",,,,,,,,,,,,,,$2500.00
"119144178RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Formation",$686.00
"119144582RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","CORDS OF WOOD",$14320.00
"119144616RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$5203.00
"119144798RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$4346.00
"119144830RR0001",2024-2-28 00:00:00,"27","Y",,,,,,,,,,,,,,$4185.00
"119145027RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$490.00
"119145068RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$7135.00
"119145597RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$10202.00
"119145787RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$50060.00
"119146181RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$570.00
"119146207RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","BATTERIES",$5656.00
"119146975RR0001",2024-4-30 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,,,$1338.00
"119147130RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$276953.00
"119147197RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$78197.00
"119147882RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$35833.00
"119148153RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD, SUPPLIES, LAWN EXPENSES, SNOW REMOVAL, PLUMBING REPAIRS, ITEM F. BACKPACKS F. STUDENTS",$5422.00
"119148203RR0001",2024-3-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","COMMUNITY BEAUTIFICATION",$941.00
"119148492RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","Sporting goods, kitchenware, kids toys, gardening tools",$3195.00
"119148740RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$16582.00
"119149425RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Rent",$2325.00
"119149623RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","GIVE AWAY GIFTS FOR FUNDRAISER DANCE/DINNER",$1033.00
"119149789RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$4372.00
"119149797RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$14710.00
"119149912RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GROCERY & MAINT SUPPLES",$44709.00
"119150035RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$10157.00
"119150043RR0001",2024-4-30 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$314435.00
"119150209RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,"Y",,,,,"Y","Tools, Linens, Car repair parts",$824.00
"119150589RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$71450.00
"119150688RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$34702.00
"119150704RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FAMILY SUPPLIES",$26922.00
"119151108RR0001",2024-12-31 00:00:00,"27",,,,,,,,,"Y",,,,,,$8.00
"119151116RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$4700.00
"119151363RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2687.00
"119152445RR0001",2024-3-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$1000.00
"119153047RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$26455.00
"119153229RR0001",2024-8-31 00:00:00,"27","Y",,"Y",,,,"Y",,,,"Y","Y",,,$354121.00
"119153260RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$10592.00
"119153765RR0001",2024-8-31 00:00:00,"27","Y",,,,,,,,,,,,,,$25750.00
"119153930RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$900.00
"119153955RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","TRANSPORT GRATUIT POUR PERSONNES ET MARCHANISES",$18243.00
"119153997RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","PIERRES PRÉCIEUSES",$76367.00
"119154086RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOURNITURES POUR ANIMAUX",$5939.00
"119154516RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TUYAUX DE PLASTIQUE, N",$9975.00
"119155083RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,"Y",,,$10000.00
"119155133RR0002",2024-3-31 00:00:00,"27",,,,"Y",,,,,,,"Y",,"Y","GIFT CARDS",$141963.00
"119155976RR0001",2024-3-31 00:00:00,"27",,,,,,,,,"Y",,,,,,$3767.00
"119156123RR0001",2024-12-31 00:00:00,"27",,,,,"Y",,,,,,,,"Y","EVENT SUPPLIES",$2123.00
"119156164RR0001",2024-5-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1112.00
"119156636RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","DONS DIVERS NATURE",$5234.00
"119156651RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","MARCHANDISES DIVERSES",$196353.00
"119156883RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","PRIZES FOR GOLF TOURNAMENT & AUCTION ITEMS",$4777.00
"119156933RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","FLOWERS, CHURCH SUPPLIES",$1431.00
"119157345RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$88950.00
"119157394RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","BASKETS",$16820.00
"119157410RR0001",2024-5-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$3995.00
"119157543RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,"Y",,,,,$3860.00
"119157808RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","ITEMS FOR AUCTION FUNDRAISER",$2046.00
"119158103RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","MILEAGE",$9160.00
"119158186RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,"Y",,"Y",,,"Y","Hay, signage, horses, fuel",$25554.00
"119158202RR0001",2024-9-30 00:00:00,"27",,"Y",,,,,,,,"Y",,,"Y","PARTS FOR OLD CARS AND EQUIP",$450.00
"119158459RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$115694.00
"119158483RR0001",2024-3-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,"Y","SPECIFY: PRIZES FOR AUCTION",$468533.00
"119158525RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","PURCHASED GIFT CARDS",$1379.00
"119158806RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,"Y",,,,"Y","Y",,,$123112.00
"119159283RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,"Y",,"Y","Stable Supplies",$38507.00
"119159465RR0001",2024-1-31 00:00:00,"27",,,,,,,,,,,,,"Y","Storage Rental",$6000.00
"119160489RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","Ministry Related Items",$400.00
"119160794RR0001",2024-6-30 00:00:00,"27",,"Y",,,,,,,,,,,,,$56630.00
"119160828RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$83393.00
"119160901RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$13477.00
"119161768RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$3438.00
"119162147RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,"Y","GIFT CARDS",$5685.00
"119162196RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GAS CARD FOR GUEST SPEAKER",
"119163434RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,,,$250.00
"119163897RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE + REPAIR SUPPLIES",$349.00
"119163921RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SILENT AUCTION",$4330.00
"119164374RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$31029.00
"119165017RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Church, Sunday School and office supplies.  Decorations for the church  Printing and Mailing Costs.  Lock for front door and other repairs on the church building",$3275.00
"119165116RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$62281.00
"119165272RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,"Y",,,,,$20764.00
"119165405RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","CHURCH SERVICES",$2606.00
